#      MET_(days)  I_b_end_(A)    Rx_(km)    Ry_(km)    Rz_(km)   Vx_(m/s)   Vy_(m/s)   Vz_(m/s)  Eccentricity  Inclin_(deg)  SemiMajorAxis   Arg_Perigee    RAAN_(deg)   TrueAnomly    Ne_(#/m^3)  Neut_(kg/m^3)    O_(#/m^3)  B0xE(nT)  B0yE(nT)  B0zE(nT)  I_b_ave_(A)  |VxB0|_(V/m)    V_anode  V_cathode  T_temp_C_(ohm)  T_resist_(ohm)
      9.979166667    2.4153876   4970.604  -2363.990  -4163.145   5266.224   2706.361   4757.344   0.001284530    60.3870208      6893.1301     112.44276       0.02597  203.6193558   5.64989e+11     1.5191e-12   5.1632e+13  31983.20  -7424.58   -410.59    1.4548795    0.19414681    73.3664     0.0000        20.00000         4.48830
      9.986111111    6.6956330   6858.660   -358.147   -635.523    795.202   3734.806   6570.630   0.001293646    60.3880418      6893.0383     112.86294       0.02553  241.0532925   1.49272e+12     1.7643e-12   5.9112e+13    803.36   3834.61  23536.61    4.0555850    0.05252768    84.3762     0.0000        20.00000         4.48830
      9.993055556    2.2952504   5854.786   1798.258   3159.476  -4020.444   3188.810   5613.988   0.001297384    60.3890268      6892.9368     113.48231       0.02569  278.3421794   3.90393e+11     1.1710e-12   4.0626e+13 -35725.17 -10458.97   2985.48    1.3799863    0.24413763   136.7352     0.0000        20.00000         4.48830
     10.000000000    1.8985639   2377.037   3194.318   5618.661  -7146.078   1292.555   2279.998   0.001292506    60.3892148      6892.8599     113.91655       0.02591  315.8781363   2.94742e+11     5.7978e-13   2.0155e+13 -15834.71 -29230.60 -28203.59    1.1408370    0.32084111   163.3740     0.0000        20.00000         4.48830
     10.006944444    0.6354543  -2106.844   3237.487   5698.185  -7248.549  -1154.405  -2025.467   0.001288490    60.3892180      6892.8273     114.01960       0.02589  353.7889193   9.54604e+10     5.1891e-13   1.7929e+13  17870.48 -27044.50 -23327.69    0.3814707    0.28977620   173.1897     0.0000        20.00000         4.48830
     10.013888889    0.8218170  -5697.502   1908.239   3362.159  -4278.700  -3112.651  -5473.485   0.001284380    60.3892946      6892.7975     113.97314       0.02579   31.8559605   1.14826e+11     5.3023e-13   1.8492e+13  30869.05 -11280.96   9923.68    0.4933864    0.20267488   200.3009     0.0000        20.00000         4.48830
     10.020833333    1.5578594  -6874.352   -229.687   -398.719    498.961  -3750.791  -6600.173   0.001281329    60.3895369      6892.7631     113.80200       0.02573   70.0146847   2.70836e+11     4.9368e-13   1.7533e+13 -13989.28   2307.78  25459.79    0.9360947    0.11371679   130.2921     0.0000        20.00000         4.48830
     10.027777778    0.5860536  -5143.734  -2270.809  -3991.610   5055.650  -2803.059  -4936.241   0.001280831    60.3898009      6892.7401     113.65591       0.02583  108.0898540   2.46366e+11     6.2947e-13   2.1712e+13 -38448.70  -9015.21 -11157.89    0.3527107    0.28089392    22.5690     0.0000        20.00000         4.48830
     10.034722222    1.1344994  -1242.186  -3354.012  -5900.703   7471.380   -675.803  -1195.079   0.001281101    60.3898361      6892.7370     113.64051       0.02590  145.9754441   4.10151e+11     1.1358e-12   3.6508e+13 -11660.49 -26747.27 -42334.04    0.6836583    0.37738592    30.8231     0.0000        20.00000         4.48830
     10.041666667    1.4722393   3182.969  -3024.625  -5324.632   6738.567   1733.250   3044.477   0.001283150    60.3898641      6892.7223     113.61964       0.02580  183.8319539   3.55746e+11     1.4154e-12   4.7396e+13  31915.83 -19947.11 -24427.68    0.8856113    0.31300256    68.0386     0.0000        20.00000         4.48830
     10.048611111    4.8207030   6268.292  -1422.139  -2507.325   3168.251   3412.803   6002.764   0.001288223    60.3902517      6892.6825     113.73331       0.02544  221.5581405   1.11722e+12     1.8093e-12   6.1007e+13  24456.26    294.88  15343.33    2.9140771    0.13019847    76.8570     0.0000        20.00000         4.48830
     10.055555556    4.3746417   6712.553    779.175   1365.925  -1743.541   3655.567   6434.156   0.001297381    60.3917430      6892.5548     114.43295       0.02528  258.7393276   9.18958e+11     1.4617e-12   4.9514e+13 -18814.18   1926.65  20356.48    2.6396951    0.11576363    92.2235     0.0000        20.00000         4.48830
     10.062500000    1.8512970   4323.227   2651.090   4661.889  -5929.480   2353.956   4147.045   0.001297000    60.3921763      6892.5051     114.74456       0.02553  296.3696716   3.48203e+11     8.4332e-13   2.9594e+13 -35275.48 -19354.09 -17060.60    1.1129766    0.30845312   111.7761     0.0000        20.00000         4.48830
     10.069444444    1.1243212    105.113   3400.965   5984.806  -7612.729     52.745     98.807   0.001293417    60.3922202      6892.4682     114.91377       0.02561  334.1987367   1.92471e+11     4.9765e-13   1.7234e+13   3688.65 -28962.18 -32160.77    0.6752869    0.31836340   133.9270     0.0000        20.00000         4.48830
     10.076388889    0.7715031  -4157.196   2709.352   4771.079  -6070.225  -2273.104  -3995.364   0.001290480    60.3922417      6892.4473     114.93427       0.02554   12.2038565   1.15224e+11     5.1939e-13   1.7908e+13  30048.76 -19332.20  -8682.95    0.4631837    0.25041514   175.3418     0.0000        20.00000         4.48830
     10.083333333    1.1416407  -6657.131    869.030   1534.496  -1956.217  -3634.586  -6394.525   0.001286405    60.3924024      6892.4138     114.82373       0.02543   50.3267323   1.65904e+11     5.3586e-13   1.8945e+13  10357.41  -1707.50  25624.06    0.6855755    0.09996135   185.5249     0.0000        20.00000         4.48830
     10.090277778    0.7919695  -6338.249  -1339.553  -2352.384   2978.064  -3456.217  -6084.558   0.001284308    60.3926791      6892.3785     114.61945       0.02544   88.4951609   2.13014e+11     5.3668e-13   1.8963e+13 -26166.74  -1033.15   7774.03    0.4760237    0.16188501    54.5618     0.0000        20.00000         4.48830
     10.097222222   -0.0039887  -3340.965  -2982.480  -5245.948   6644.256  -1819.605  -3207.334   0.001284328    60.3927183      6892.3762     114.60442       0.02547  126.4121377   3.72825e+11     8.0979e-13   2.6793e+13 -30043.93 -13161.24 -24189.03   -0.0023936    0.28431571   -13.1129    -0.0000        20.00000         4.48830
     10.104166667    1.4324135   1065.397  -3368.169  -5928.130   7504.690    580.562   1015.795   0.001284637    60.3927198      6892.3738     114.59848       0.02549  164.2700686   4.52567e+11     1.3828e-12   4.4206e+13   9906.35 -27641.06 -42527.39    0.8630590    0.37940021    40.3107     0.0000        20.00000         4.48830
     10.111111111    2.1116327   5023.397  -2335.731  -4114.337   5205.006   2734.799   4808.666   0.001287456    60.3928234      6892.3540     114.60977       0.02531  202.0940434   4.92580e+11     1.5701e-12   5.3251e+13  38810.05 -10660.91  -6231.66    1.2712818    0.26467754    73.4845     0.0000        20.00000         4.48830
     10.118055556    6.6069497   6865.889   -319.890   -568.218    710.077   3738.387   6578.561   0.001296422    60.3938415      6892.2652     115.00875       0.02490  239.5537126   1.43301e+12     1.7726e-12   5.9169e+13   6161.30   4243.36  25076.86    3.9999175    0.06059681    88.7592     0.0000        20.00000         4.48830
     10.125000000    1.7100914   5812.723   1830.409   3216.966  -4093.547   3165.549   5574.416   0.001300906    60.3950579      6892.1538     115.68330       0.02514  276.7912294   3.50737e+11     1.1581e-12   4.0196e+13 -31684.50  -5080.40   6677.52    1.0283213    0.19019528    94.1525     0.0000        20.00000         4.48830
     10.131944444    0.9857873   2302.892   3206.593   5641.731  -7175.868   1251.939   2208.960   0.001299608    60.3951945      6892.1303     115.81894       0.02531  314.6301139   1.97407e+11     5.6144e-13   1.9527e+13 -21001.44 -26385.38 -32341.49    0.5922001    0.34108508    98.0237     0.0000        20.00000         4.48830
     10.138888889    0.7904871  -2181.922   3224.332   5676.439  -7221.574  -1195.447  -2098.347   0.001297266    60.3952035      6892.1119     115.87148       0.02529  352.5970318   1.42996e+11     5.2215e-13   1.8091e+13  21802.26 -24244.08 -25566.98    0.4746962    0.29629529   119.7546     0.0000        20.00000         4.48830
     10.145833333    0.9606523  -5741.380   1874.804   3304.060  -4205.342  -3136.674  -5517.232   0.001294435    60.3952809      6892.0914     115.84304       0.02518   30.6530521   1.47754e+11     5.2866e-13   1.8407e+13  27633.22  -7667.40  11637.60    0.5768196    0.16677717   165.5261     0.0000        20.00000         4.48830
     10.152777778    1.3217901  -6867.557   -269.516   -469.052    588.349  -3747.209  -6595.542   0.001291015    60.3955542      6892.0546     115.66659       0.02511   68.8249521   2.48230e+11     4.9511e-13   1.7573e+13 -15128.78    964.63  19807.01    0.7942294    0.11640931   111.6449     0.0000        20.00000         4.48830
     10.159722222    0.4011845  -5088.037  -2300.151  -4044.355   5123.182  -2772.883  -4884.255   0.001290666    60.3956708      6892.0422     115.58904       0.02515  106.8394735   1.94021e+11     6.5471e-13   2.2701e+13 -24190.47  -4651.10  -4641.64    0.2413808    0.16322877    17.0148     0.0000        20.00000         4.48830
     10.166666667    0.9346347  -1160.304  -3360.144  -5912.991   7487.760   -631.427  -1117.117   0.001290773    60.3956979      6892.0409     115.58253       0.02521  144.7231657   4.37575e+11     1.1153e-12   3.5259e+13 -18508.80 -20513.75 -32939.81    0.5641312    0.30400591    18.6125     0.0000        20.00000         4.48830
     10.173611111    1.7861772   3256.724  -3004.514  -5290.505   6695.938   1773.110   3115.496   0.001292710    60.3957058      6892.0270     115.56448       0.02526  182.5823977   4.22078e+11     1.4432e-12   4.7640e+13  30528.63 -24394.63 -32000.47    1.0749064    0.36623441    71.3718     0.0000        20.00000         4.48830
     10.180555556    4.1777472   6302.532  -1383.910  -2440.566   3083.918   3431.061   6036.418   0.001297842    60.3960274      6891.9876     115.66723       0.02498  220.3237521   8.88825e+11     1.8377e-12   6.1656e+13  32931.43  -1513.49  13852.74    2.5206520    0.19443462    89.8352     0.0000        20.00000         4.48830
     10.187500000    5.4070881   6692.277    819.546   1437.420  -1834.259   3644.110   6415.589   0.001308414    60.3976876      6891.8448     116.43465       0.02483  257.4407081   1.13263e+12     1.4369e-12   4.8648e+13 -14721.54   2308.77  21657.91    3.2666214    0.08831406    93.6407     0.0000        20.00000         4.48830
     10.194444444    0.9481703   4256.410   2676.472   4707.813  -5988.127   2317.231   4083.386   0.001308544    60.3981991      6891.7886     116.78615       0.02512  295.0349195   1.80426e+11     8.1993e-13   2.8760e+13 -33292.05 -15129.92 -10146.67    0.5695395    0.25197285   108.4430     0.0000        20.00000         4.48830
     10.201388889    0.6698732     19.613   3400.348   5985.250  -7613.917      5.954     16.372   0.001307418    60.3982319      6891.7762     116.84590       0.02519  332.9784086   1.39625e+11     4.8215e-13   1.6675e+13    101.24 -28538.51 -37583.90    0.4022871    0.34760595    90.2551     0.0000        20.00000         4.48830
     10.208333333    0.6862277  -4225.128   2682.581   4725.122  -6012.446  -2310.264  -4061.874   0.001305292    60.3982627      6891.7611     116.85960       0.02512   10.9968410   1.32541e+11     5.1436e-13   1.7752e+13  33056.45 -15079.42 -10721.32    0.4120713    0.25284997   105.0311     0.0000        20.00000         4.48830
     10.215277778    1.0096087  -6678.068    827.066   1460.939  -1863.001  -3646.124  -6416.490   0.001303220    60.3984015      6891.7441     116.80500       0.02502   49.0714533   1.93752e+11     5.3951e-13   1.9056e+13   8395.47   3065.02  23104.78    0.6064846    0.05859793   106.6846     0.0000        20.00000         4.48830
     10.222222222    0.6768621  -6302.270  -1379.075  -2422.626   3067.558  -3436.747  -6051.784   0.001302161    60.3986073      6891.7271     116.70901       0.02503   87.1395677   2.23963e+11     5.5471e-13   1.9639e+13 -22334.01  -1172.77   4513.06    0.4070315    0.14193562    36.1902     0.0000        20.00000         4.48830
     10.229166667    1.1340100  -3262.297  -3002.658  -5282.832   6691.680  -1776.913  -3132.920   0.001302360    60.3986607      6891.7222     116.67968       0.02509  125.0779928   3.62731e+11     8.2737e-13   2.7757e+13 -21372.58 -10162.68 -11397.04    0.6827292    0.17246832    39.0903     0.0000        20.00000         4.48830
     10.236111111    1.9773741   1154.037  -3360.092  -5915.414   7489.133    628.584   1100.620   0.001304634    60.3986912      6891.7031     116.61358       0.02533  163.0015474   4.34659e+11     1.3581e-12   4.2547e+13     35.71 -27851.25 -37091.70    1.1897973    0.33621758    82.3947     0.0000        20.00000         4.48830
     10.243055556    2.0606603   5084.582  -2302.430  -4056.754   5132.306   2767.721   4867.831   0.001309812    60.3987383      6891.6668     116.62130       0.02530  200.8329506   3.91305e+11     1.5841e-12   5.3400e+13  42154.65 -16551.39 -11945.96    1.2391845    0.32592474   109.8865     0.0000        20.00000         4.48830
     10.250000000    8.0012060   6873.431   -275.182   -489.674    610.488   3742.033   6586.597   0.001319811    60.3996154      6891.5702     117.03644       0.02498  238.2794214   1.56623e+12     1.7620e-12   5.8560e+13  13418.17   3334.21  26969.92    4.8429449    0.10609643   108.8367     0.0000        20.00000         4.48830
     10.256944444    2.3394959   5762.905   1867.668   3283.378  -4178.117   3137.924   5527.300   0.001327286    60.4013359      6891.3890     118.10966       0.02536  275.1213683   4.07666e+11     1.1265e-12   3.8998e+13 -27167.58  -6041.48  10188.77    1.4067692    0.15893864   130.4102     0.0000        20.00000         4.48830
     10.263888889    0.5023407   2216.256   3220.450   5667.620  -7209.409   1204.359   2125.843   0.001325790    60.4014884      6891.3564     118.29971       0.02555  312.9103987   8.61789e+10     5.3392e-13   1.8527e+13 -22899.19 -25175.89 -25449.00    0.3015736    0.30277308   132.8247     0.0000        20.00000         4.48830
     10.270833333    0.8741566  -2268.926   3208.512   5650.127  -7189.005  -1243.178  -2182.875   0.001324647    60.4014930      6891.3472     118.32548       0.02556  350.9108821   1.81275e+11     5.1059e-13   1.7686e+13  20629.29 -25936.29 -32563.24    0.5251138    0.33946396    91.3705     0.0000        20.00000         4.48830
     10.277777778    0.5539622  -5791.469   1835.500   3235.801  -4119.189  -3164.283  -5567.272   0.001322948    60.4015547      6891.3352     118.31613       0.02548   28.9566750   1.24190e+11     5.3772e-13   1.8728e+13  31945.38  -3795.24   6262.44    0.3326674    0.18813170    77.9987     0.0000        20.00000         4.48830
     10.284722222    0.6341667  -6858.412   -315.993   -550.925    692.420  -3742.514  -6589.006   0.001322182    60.4016789      6891.3274     118.28184       0.02544   66.9962521   2.15464e+11     5.0370e-13   1.7888e+13  -8532.73   6191.39  18203.64    0.3813340    0.05314901    34.3137     0.0000        20.00000         4.48830
     10.291666667    0.8197284  -5022.225  -2334.090  -4105.106   5200.918  -2737.231  -4822.823   0.001322103    60.4017898      6891.3220     118.24874       0.02550  104.9755636   2.88480e+11     6.9077e-13   2.4206e+13 -20333.12  -5058.20  -3272.28    0.4933430    0.13717864    32.1944     0.0000        20.00000         4.48830
     10.298611111    2.5987014  -1064.748  -3366.835  -5926.309   7505.330   -579.576  -1026.236   0.001324016    60.4018563      6891.3011     118.14830       0.02567  142.9603167   5.15627e+11     1.1007e-12   3.5167e+13 -15312.49 -18958.60 -18230.92    1.5640753    0.20772233   101.3043     0.0000        20.00000         4.48830
     10.305555556    1.9629657   3341.920  -2980.697  -5250.030   6644.985   1819.174   3197.265   0.001332097    60.4018302      6891.2413     118.02957       0.02595  180.9246855   3.24926e+11     1.4194e-12   4.6414e+13  21716.59 -28768.78 -30130.96    1.1797644    0.34528629   143.9526     0.0000        20.00000         4.48830
     10.312500000    3.6829908   6341.205  -1339.325  -2362.860   2985.427   3451.629   6074.102   0.001339931    60.4020375      6891.1823     118.16000       0.02579  218.6410078   6.04000e+11     1.8409e-12   6.1383e+13  37852.05  -6862.59  12037.74    2.2163252    0.24859127   148.1519     0.0000        20.00000         4.48830
     10.319444444    7.3523035   6667.658    866.207   1519.774  -1939.027   3630.107   6392.719   0.001358246    60.4040129      6890.9345     119.45005       0.02574  255.2377472   1.16156e+12     1.3977e-12   4.7262e+13 -11308.42   -703.98  26826.77    4.4351440    0.09866573   162.6917     0.0000        20.00000         4.48830
     10.326388889    1.1199351   4178.328   2705.359   4759.875  -6054.991   2274.101   4008.836   0.001359399    60.4049449      6890.7742     120.41657       0.02628  292.2207246   1.61377e+11     7.9608e-13   2.7822e+13 -29948.60 -19299.14  -6537.04    0.6724828    0.24254637   188.6218     0.0000        20.00000         4.48830
     10.333333333    0.2850475    -79.391   3398.849   5984.331  -7614.030    -48.568    -79.342   0.001357568    60.4049796      6890.7520     120.52632       0.02637  330.1215790   4.63324e+10     4.5947e-13   1.5811e+13  -3702.13 -30315.41 -32967.96    0.1710951    0.32959015   147.7319     0.0000        20.00000         4.48830
     10.340277778    0.8483625  -4303.012   2650.662   4670.439  -5944.196  -2353.399  -4138.759   0.001355538    60.4049942      6890.7376     120.53910       0.02634    8.1522723   1.55306e+11     5.1627e-13   1.7830e+13  34808.90 -19918.45 -17855.17    0.5095213    0.31213824   117.0251     0.0000        20.00000         4.48830
     10.347222222    0.4277810  -6700.680    777.600   1374.517  -1753.580  -3659.191  -6441.258   0.001353690    60.4050943      6890.7234     120.50519       0.02627   46.2202981   9.54496e+10     5.6333e-13   1.9925e+13  20591.96   2514.28  17836.05    0.2568654    0.12582664    78.6417     0.0000        20.00000         4.48830
     10.354166667    1.0402906  -6258.151  -1425.357  -2504.559   3172.307  -3413.285  -6012.309   0.001353154    60.4052346      6890.7144     120.45578       0.02629   84.2562943   3.19850e+11     5.7457e-13   2.0401e+13 -15334.48   1805.68  11125.97    0.6260286    0.07376135    42.1478     0.0000        20.00000         4.48830
     10.361111111    2.2296172  -3168.430  -3025.826  -5325.006   6746.380  -1726.089  -3044.618   0.001353932    60.4053889      6890.6946     120.34044       0.02647  122.2928590   4.79213e+11     8.6945e-13   2.9748e+13 -17593.68 -12215.49  -8243.23    1.3419403    0.15291918    86.3446     0.0000        20.00000         4.48830
     10.368055556    3.4980261   1258.776  -3349.733  -5898.931   7469.095    685.367   1200.585   0.001362403    60.4054245      6890.6211     120.07824       0.02678  160.4207728   5.43317e+11     1.3203e-12   4.1644e+13  -1543.15 -25623.35 -21290.41    2.1040880    0.23948943   164.6075     0.0000        20.00000         4.48830
     10.375000000    1.9738122   5155.920  -2262.397  -3987.671   5044.996   2806.145   4936.626   0.001375339    60.4054014      6890.5303     120.04702       0.02688  198.2955420   2.87959e+11     1.5705e-12   5.2602e+13  34944.78 -22006.60 -11918.61    1.1858244    0.31071293   184.7900     0.0000        20.00000         4.48830
     10.381944444   10.7983610   6880.790   -222.087   -396.672    492.308   3745.456   6594.480   0.001391966    60.4062990      6890.3738     120.66776       0.02662  235.5391525   1.70317e+12     1.7405e-12   5.7727e+13  16263.62   -453.43  29273.75    6.5289763    0.14528037   166.2610     0.0000        20.00000         4.48830
     10.388888889    3.5186198   5702.492   1911.390   3361.075  -4277.565   3104.310   5470.097   0.001409334    60.4087456      6890.0049     122.70255       0.02724  271.4230740   4.74278e+11     1.0992e-12   3.7893e+13 -31455.26 -12450.84  11420.47    2.1153593    0.20942810   217.5964     0.0000        20.00000         4.48830
     10.395833333    0.7082179   2112.829   3235.970   5696.621  -7247.939   1147.287   2026.439   0.001407290    60.4089286      6889.9428     123.05341       0.02745  309.0589199   9.80007e+10     5.2030e-13   1.8002e+13 -18426.52 -29231.13 -22876.40    0.4251604    0.30047796   204.1064     0.0000        20.00000         4.48830
     10.402777778    0.5831293  -2371.954   3188.493   5616.803  -7148.794  -1300.285  -2283.710   0.001405201    60.4089314      6889.9249     123.11244       0.02747  347.0396876   8.66386e+10     5.0229e-13   1.7343e+13  16797.12 -30187.37 -28551.30    0.3500450    0.32988241   176.9952     0.0000        20.00000         4.48830
     10.409722222    0.8472508  -5849.556   1787.406   3152.482  -4014.671  -3197.193  -5626.750   0.001401566    60.4089863      6889.8992     123.09506       0.02741   25.1121838   1.29877e+11     5.6937e-13   1.9898e+13  35251.91 -12210.80   3293.08    0.5087327    0.24808333   166.5759     0.0000        20.00000         4.48830
     10.416666667    0.8826975  -6844.638   -372.448   -650.110    818.721  -3736.200  -6580.026   0.001399471    60.4091112      6889.8793     123.01740       0.02738   63.2159719   1.49631e+11     5.2796e-13   1.8779e+13   3067.43    517.90  22273.37    0.5300426    0.07909208   136.3416     0.0000        20.00000         4.48830
     10.423611111    2.9957549  -4939.725  -2374.868  -4177.932   5294.967  -2693.018  -4746.848   0.001398947    60.4093418      6889.8422     122.80228       0.02752  101.3964282   5.72654e+11     7.3495e-13   2.5946e+13 -18424.07  -7434.93   4184.66    1.8032018    0.11384067   109.2828     0.0000        20.00000         4.48830
     10.430555556    3.4516975   -946.644  -3373.906  -5940.634   7525.185   -515.565   -914.358   0.001404954    60.4095124      6889.7597     122.38836       0.02788  139.7090255   5.54780e+11     1.1185e-12   3.6679e+13  -9295.88 -20443.29 -13408.69    2.0764445    0.18659160   153.8733     0.0000        20.00000         4.48830
     10.437500000    3.5449075   3446.149  -2950.218  -5198.298   6580.329   1875.634   3297.314   0.001420415    60.4094933      6889.6434     122.14277       0.02805  177.8092258   5.11086e+11     1.3827e-12   4.5305e+13  13497.70 -24345.31 -15364.05    2.1315762    0.23366410   190.5640     0.0000        20.00000         4.48830
     10.444444444    4.3827362   6387.068  -1283.597  -2265.911   2862.575   3476.144   6119.061   0.001437512    60.4096488      6889.5186     122.34130       0.02794  215.4625424   6.20346e+11     1.8398e-12   6.1114e+13  32000.09 -11603.34  10173.23    2.6365837    0.23438028   198.3850     0.0000        20.00000         4.48830
     10.451388889    9.1336021   6634.880    923.879   1621.392  -2068.753   3611.695   6362.547   0.001465681    60.4117457      6889.1718     123.95442       0.02797  251.7410030   1.32274e+12     1.3738e-12   4.6419e+13 -14085.16  -2452.02  28914.17    5.5108540    0.12103788   193.9496     0.0000        20.00000         4.48830
     10.458333333    0.8511140   4079.596   2740.397   4822.905  -6136.984   2219.681   3914.787   0.001469633    60.4128634      6888.9705     125.07144       0.02862  288.5818706   1.14790e+11     7.8884e-13   2.7440e+13 -33226.90 -24832.97 -12904.81    0.5109869    0.30432831   214.9719     0.0000        20.00000         4.48830
     10.465277778    0.5081837   -203.288   3395.668   5980.765  -7612.445   -117.022   -199.397   0.001467933    60.4128815      6888.9491     125.16979       0.02866  326.5091374   7.08486e+10     4.5620e-13   1.5636e+13    998.68 -31823.75 -28249.75    0.3050419    0.31362675   200.9045     0.0000        20.00000         4.48830
     10.472222222    0.8954875  -4399.359   2609.338   4599.544  -5856.729  -2407.368  -4234.801   0.001464314    60.4128958      6888.9230     125.20317       0.02863    4.5407526   1.21269e+11     5.3795e-13   1.8604e+13  30181.06 -23778.67 -11565.11    0.5376211    0.28694194   213.2397     0.0000        20.00000         4.48830
     10.479166667    0.8031155  -6726.515    714.478   1264.279  -1614.311  -3674.938  -6471.063   0.001460016    60.4130014      6888.8906     125.13697       0.02856   42.6662582   1.11535e+11     6.0793e-13   2.1571e+13  19116.14  -5620.18  20446.26    0.4821700    0.15352359   202.7417     0.0000        20.00000         4.48830
     10.486111111    1.5995876  -6199.228  -1483.867  -2608.034   3304.978  -3382.436  -5960.273   0.001456931    60.4132359      6888.8436     124.90355       0.02860   80.9107304   2.28951e+11     6.0026e-13   2.1348e+13 -14400.00  -7306.21  15764.63    0.9608033    0.11664736   191.6138     0.0000        20.00000         4.48830
     10.493055556    3.7096874  -3046.885  -3054.326  -5376.826   6814.268  -1660.471  -2930.607   0.001459888    60.4134725      6888.7428     124.34972       0.02888  119.4055406   5.39562e+11     9.3457e-13   3.2341e+13 -15957.38 -18691.84  -5273.94    2.2310347    0.17388671   187.4670     0.0000        20.00000         4.48830
     10.500000000    3.5187120   1392.791  -3335.119  -5875.340   7440.848    758.107   1328.590   0.001473065    60.4135135      6888.6169     123.87249       0.02908  157.7619490   5.33164e+11     1.3025e-12   4.2183e+13   4135.25 -21914.01 -13481.83    2.1164116    0.19148287   172.8485     0.0000        20.00000         4.48830
     10.506944444    3.1197114   5245.636  -2209.958  -3897.055   4930.786   2854.742   5023.621   0.001487839    60.4135496      6888.5131     123.82394       0.02903  195.6625818   4.87624e+11     1.5674e-12   5.2341e+13  21155.68 -15951.13  -4126.65    1.8761982    0.19297271   162.2717     0.0000        20.00000         4.48830
     10.513888889    9.7635520   6887.334   -153.454   -276.390    339.324   3748.742   6602.496   0.001506704    60.4142310      6888.3454     124.38832       0.02884  232.9694979   1.47607e+12     1.7310e-12   5.7485e+13  12184.38  -2842.13  25919.88    5.8960085    0.13193336   179.1998     0.0000        20.00000         4.48830
     10.520833333    3.4440262   5621.614   1967.301   3460.290  -4405.309   3059.958   5394.097   0.001525916    60.4164379      6887.9812     126.21682       0.02951  269.0693637   4.93760e+11     1.0979e-12   3.7745e+13 -34347.68 -11745.17   9268.77    2.0709942    0.22109309   192.6636     0.0000        20.00000         4.48830
     10.527777778    0.5793317   1977.167   3254.922   5731.763  -7295.786   1072.755   1896.334   0.001524562    60.4166235      6887.9290     126.49239       0.02973  306.7958990   8.44450e+10     5.3185e-13   1.8379e+13 -17007.87 -31578.68 -29967.05    0.3477618    0.34267396   183.8715     0.0000        20.00000         4.48830
     10.534722222    0.8779594  -2505.574   3161.179   5570.731  -7093.759  -1374.351  -2414.451   0.001521741    60.4166289      6887.9054     126.56126       0.02971  344.7885364   1.19468e+11     5.1411e-13   1.7693e+13  19528.66 -28547.16 -20675.62    0.5270952    0.29283065   211.1926     0.0000        20.00000         4.48830
     10.541666667    0.6341429  -5923.160   1723.927   3042.116  -3876.485  -3239.030  -5702.060   0.001517144    60.4166869      6887.8730     126.55504       0.02964   22.8756545   8.54939e+10     6.1758e-13   2.1697e+13  27761.71 -12838.54   8681.40    0.3806378    0.20304705   214.8669     0.0000        20.00000         4.48830
     10.548611111    1.4383299  -6823.938   -446.034   -779.488    983.343  -3726.478  -6565.180   0.001513198    60.4168688      6887.8345     126.41034       0.02961   61.0724492   1.95374e+11     5.5925e-13   1.9920e+13  -4114.53  -4666.06  23752.47    0.8637214    0.10887046   212.3999     0.0000        20.00000         4.48830
     10.555555556    2.4807677  -4830.169  -2427.179  -4271.166   5415.209  -2634.230  -4645.277   0.001511412    60.4171639      6887.7476     125.94518       0.02978   99.5251086   3.23397e+11     7.7541e-13   2.7379e+13 -21834.19 -18321.37   1388.84    1.4905279    0.19471531   231.5063     0.0000        20.00000         4.48830
     10.562500000    3.3571446   -792.530  -3381.876  -5956.622   7547.529   -431.976   -767.898   0.001519839    60.4172445      6887.6250     125.36541       0.02994  138.0198666   4.49712e+11     1.1732e-12   3.9319e+13  -3815.29 -25088.54 -12598.78    2.0180238    0.20807730   220.1160     0.0000        20.00000         4.48830
     10.569444444    3.0845788   3580.138  -2909.448  -5128.440   6493.058   1948.448   3426.330   0.001534564    60.4172643      6887.5108     125.10228       0.02989  176.1486217   5.24921e+11     1.3654e-12   4.5241e+13  13462.04 -16377.69  -8569.90    1.8558111    0.16582039   137.3126     0.0000        20.00000         4.48830
     10.576388889    3.9326324   6443.636  -1210.546  -2138.353   2701.042   3506.862   6175.091   0.001544455    60.4174125      6887.4393     125.19458       0.02977  213.9167920   7.19297e+11     1.8547e-12   6.1651e+13  22432.84  -6623.81   7560.43    2.3688268    0.15963781   119.9908     0.0000        20.00000         4.48830
     10.583333333    8.6492587   6588.659    998.718   1753.371  -2237.378   3586.533   6320.374   0.001564169    60.4190141      6887.1976     126.24419       0.02986  250.7688949   1.36323e+12     1.3809e-12   4.6685e+13 -15052.86  -2126.04  24935.94    5.2219499    0.11221929   164.5813     0.0000        20.00000         4.48830
     10.590277778    1.0189310   3948.272   2785.141   4903.010  -6241.418   2147.961   3789.989   0.001567444    60.4199001      6887.0457     127.03189       0.03041  287.9536850   1.57446e+11     7.9756e-13   2.7673e+13 -33573.47 -21740.62 -14343.31    0.6118700    0.29388233   164.0826     0.0000        20.00000         4.48830
     10.597222222    0.7898019   -365.441   3390.354   5973.279  -7606.454   -206.141   -356.043   0.001565902    60.4199235      6887.0262     127.11560       0.03046  325.9149940   1.19725e+11     4.8021e-13   1.6476e+13   5838.15 -32120.05 -32879.57    0.4741937    0.34053028   170.2502     0.0000        20.00000         4.48830
