#      MET_(days)  I_b_end_(A)    Rx_(km)    Ry_(km)    Rz_(km)   Vx_(m/s)   Vy_(m/s)   Vz_(m/s)  Eccentricity  Inclin_(deg)  SemiMajorAxis   Arg_Perigee    RAAN_(deg)   TrueAnomly    Ne_(#/m^3)  Neut_(kg/m^3)    O_(#/m^3)  B0xE(nT)  B0yE(nT)  B0zE(nT)  I_b_ave_(A)  |VxB0|_(V/m)    V_anode  V_cathode  T_temp_C_(ohm)  T_resist_(ohm)
      4.763888889    0.4427296   1681.655   3347.351   5835.407  -7355.124    922.920   1611.781   0.002649133    60.1628324      6942.1816      11.15279       0.01203   64.8063705   6.98201e+10     2.3724e-13   7.9001e+12 -15903.09 -27625.09 -26283.38    0.2657601    0.29912330   157.0490     0.0000        20.00000         4.48830
      4.770833333    0.5753656  -2770.900   3168.601   5525.391  -6952.291  -1495.237  -2604.363   0.002648904    60.1628373      6942.1652      11.10304       0.01203  102.4014207   8.92456e+10     1.8479e-13   5.7501e+12  25413.98 -27566.60 -25117.33    0.3454113    0.32305018   162.4554     0.0000        20.00000         4.48830
      4.777777778    0.6611421  -6080.089   1680.477   2932.090  -3685.202  -3286.006  -5727.743   0.002650050    60.1628991      6942.1495      11.06174       0.01196  139.8655193   9.78100e+10     1.8174e-13   6.0109e+12  25922.91  -6241.02  16256.51    0.3969032    0.15530722   178.5962     0.0000        20.00000         4.48830
      4.784722222    1.3128814  -6888.048   -499.521   -868.412   1086.777  -3720.793  -6487.576   0.002654773    60.1631079      6942.1141      11.02524       0.01193  177.2441494   1.73915e+11     1.6242e-13   5.6328e+12 -17286.12  -5119.57  24822.75    0.7883504    0.15467370   223.1866     0.0000        20.00000         4.48830
      4.791666667    1.6197033  -4866.764  -2474.354  -4312.279   5411.091  -2626.509  -4581.334   0.002663759    60.1633492      6942.0485      11.07800       0.01206  214.5273075   2.16226e+11     3.2449e-13   1.1418e+13 -32852.07 -23744.66  -9737.38    0.9727669    0.29600773   220.0635     0.0000        20.00000         4.48830
      4.798611111    1.9174219   -844.508  -3431.198  -5982.030   7517.416   -447.190   -782.448   0.002669749    60.1633802      6941.9795      11.24427       0.01209  251.7680492   2.82163e+11     6.8593e-13   2.3628e+13   1918.74 -30739.63 -28047.80    1.1519601    0.30114023   181.6144     0.0000        20.00000         4.48830
      4.805555556    2.2726149   3524.903  -2971.341  -5181.854   6522.020   1926.889   3357.220   0.002669898    60.1634403      6941.9225      11.41749       0.01182  289.1218434   3.98756e+11     8.5072e-13   2.9203e+13  21430.60 -13090.03  -3532.77    1.3665408    0.15596733   128.5992     0.0000        20.00000         4.48830
      4.812500000    6.7639788   6430.696  -1279.233  -2232.647   2811.020   3510.477   6119.685   0.002660183    60.1638034      6941.8183      11.65545       0.01149  326.5306622   1.07225e+12     1.2648e-12   4.3021e+13  11133.65  -7256.20  13157.59    4.0783388    0.10510470   161.0645     0.0000        20.00000         4.48830
      4.819444444    7.0065330   6658.240    945.092   1645.557  -2081.105   3634.971   6338.730   0.002619297    60.1648732      6941.5193      11.88394       0.01146    4.0182737   9.59176e+11     9.0028e-13   3.0902e+13 -12163.65  -7891.78  19998.51    4.2200453    0.13063675   214.1321     0.0000        20.00000         4.48830
      4.826388889    1.1963731   4109.726   2775.326   4837.736  -6104.556   2245.051   3916.781   0.002599631    60.1653771      6941.3750      11.76112       0.01178   41.8476997   1.70373e+11     4.1768e-13   1.4432e+13 -27645.80 -20988.77  -8884.08    0.7184015    0.24821134   193.1622     0.0000        20.00000         4.48830
      4.833333333    0.5995115   -149.974   3450.826   6017.107  -7580.115    -73.081   -124.698   0.002597862    60.1654009      6941.3528      11.70439       0.01183   79.5283366   9.19578e+10     2.1213e-13   6.9415e+12   -697.04 -30080.69 -29458.32    0.3598871    0.30846313   166.1035     0.0000        20.00000         4.48830
      4.840277778    0.3771373  -4349.028   2696.003   4702.467  -5914.591  -2350.596  -4096.508   0.002598192    60.1654158      6941.3328      11.64221       0.01180  117.0931138   5.47299e+10     1.8199e-13   5.6829e+12  34985.43 -21310.36 -10444.96    0.2263581    0.28781355   185.3149     0.0000        20.00000         4.48830
      4.847222222    0.8880788  -6754.857    828.465   1446.977  -1819.982  -3650.802  -6365.126   0.002600301    60.1655288      6941.3131      11.60163       0.01174  154.5268753   1.25990e+11     1.7840e-13   6.0960e+12  10773.51  -1108.03  28146.53    0.5331721    0.10422418   194.3433     0.0000        20.00000         4.48830
      4.854166667    1.1276117  -6383.021  -1380.065  -2404.112   3014.654  -3447.854  -6013.047   0.002606371    60.1658002      6941.2700      11.58630       0.01176  191.8825254   1.58154e+11     2.0326e-13   7.1212e+12 -35065.69 -10236.14  12066.79    0.6771000    0.24175566   199.0674     0.0000        20.00000         4.48830
      4.861111111    1.8565487  -3387.854  -3021.212  -5266.842   6613.558  -1826.226  -3186.768   0.002612192    60.1659241      6941.2223      11.66221       0.01188  229.1720690   2.79533e+11     4.6108e-13   1.5966e+13 -24658.44 -29583.96 -26865.62    1.1154012    0.34260441   173.5046     0.0000        20.00000         4.48830
      4.868055556    1.5655122   1002.029  -3417.372  -5959.207   7494.577    554.963    964.995   0.002615364    60.1659253      6941.1683      11.81499       0.01179  266.4780972   2.76691e+11     8.0431e-13   2.7531e+13  17232.96 -25651.21 -26646.41    0.9407125    0.28602462   126.1060     0.0000        20.00000         4.48830
      4.875000000    2.6066802   4975.742  -2399.609  -4185.947   5271.307   2716.900   4735.620   0.002614055    60.1660654      6941.1325      11.92226       0.01151  303.9534105   5.40364e+11     1.0239e-12   3.5162e+13  22600.10  -6049.00   4565.47    1.5693069    0.12501312    93.0109     0.0000        20.00000         4.48830
      4.881944444    6.3161859   6880.303   -384.924   -673.543    844.922   3755.871   6549.055   0.002598160    60.1668887      6940.9973      12.15746       0.01112  341.4039183   1.00745e+12     1.2181e-12   4.1374e+13  -2166.15  -2960.54  20843.21    3.8076686    0.09274811   158.8074     0.0000        20.00000         4.48830
      4.888888889    2.1584576   5916.750   1789.882   3119.188  -3940.175   3230.407   5634.551   0.002576881    60.1675381      6940.8464      12.18980       0.01122   19.0961971   2.87112e+11     7.1543e-13   2.4905e+13 -27193.11 -14437.33   7401.50    1.2966454    0.20793938   222.1106     0.0000        20.00000         4.48830
      4.895833333    0.7468464   2486.588   3218.763   5612.070  -7077.785   1360.905   2375.619   0.002568939    60.1676711      6940.7788      12.07115       0.01137   56.8989539   1.07438e+11     2.8627e-13   9.6981e+12 -17720.82 -27280.94 -21195.54    0.4483542    0.28231040   188.9105     0.0000        20.00000         4.48830
      4.902777778    0.6872727  -1978.338   3309.959   5772.646  -7268.033  -1065.943  -1856.291   0.002568222    60.1676746      6940.7601      12.01435       0.01138   94.5373910   1.01565e+11     2.0837e-13   6.7078e+12  15037.76 -29081.53 -25769.85    0.4125821    0.30365277   178.9899     0.0000        20.00000         4.48830
      4.909722222    0.4338262  -5626.075   2031.271   3544.108  -4456.520  -3041.768  -5302.758   0.002569302    60.1677158      6940.7390      11.95219       0.01132  132.0597652   6.03233e+10     1.8376e-13   5.9607e+12  33759.76 -12322.47   8435.14    0.2603787    0.21946342   201.8494     0.0000        20.00000         4.48830
      4.916666667    1.1952356  -6956.225    -84.851   -145.582    179.489  -3759.244  -6555.562   0.002573493    60.1679382      6940.7058      11.90341       0.01126  169.4785962   1.72951e+11     1.6488e-13   5.6955e+12 -12419.41     73.25  29448.57    0.7177398    0.12858164   187.1259     0.0000        20.00000         4.48830
      4.923611111    0.8781835  -5426.482  -2166.201  -3775.660   4737.867  -2930.432  -5111.877   0.002578936    60.1681869      6940.6673      11.91356       0.01135  206.8161657   1.44894e+11     2.8206e-13   9.8885e+12 -40903.98 -16732.52  -7739.45    0.5273441    0.31090021   143.9001     0.0000        20.00000         4.48830
      4.930555556    1.8258888  -1664.737  -3356.102  -5851.980   7353.501   -892.577  -1559.081   0.002581946    60.1682346      6940.6366      11.98349       0.01142  244.1487769   3.42051e+11     6.4473e-13   2.1860e+13  -9444.32 -30587.10 -37246.54    1.0977479    0.35913759   112.6685     0.0000        20.00000         4.48830
      4.937500000    1.3048547   2782.796  -3160.582  -5512.557   6937.701   1522.843   2653.244   0.002582709    60.1682555      6940.6052      12.08074       0.01126  281.5640414   2.77797e+11     8.7482e-13   2.9975e+13  27937.95 -18671.51 -19410.55    0.7843631    0.26191079    87.1320     0.0000        20.00000         4.48830
      4.944444444    3.8290965   6075.015  -1654.801  -2887.795   3637.139   3316.193   5781.815   0.002580220    60.1685185      6940.5728      12.16614       0.01097  319.1113692   8.63301e+11     1.2438e-12   4.2547e+13  19480.46   -473.91  13603.33    2.3105816    0.09628113    80.0851     0.0000        20.00000         4.48830
      4.951388889    2.7587378   6837.532    539.417    938.480  -1189.129   3732.657   6509.960   0.002564959    60.1695827      6940.4562      12.30632       0.01074  356.6842398   4.64217e+11     1.0233e-12   3.4966e+13 -18448.47  -1469.56  19900.78    1.6591872    0.13667680   140.0684     0.0000        20.00000         4.48830
      4.958333333    2.4040120   4748.424   2508.559   4373.282  -5520.899   2593.218   4524.340   0.002554848    60.1699059      6940.3818      12.24402       0.01092   34.4662462   3.44088e+11     5.1228e-13   1.7880e+13 -30992.74 -21805.57 -10045.99    1.4446953    0.27923995   192.3486     0.0000        20.00000         4.48830
      4.965277778    0.7095006    680.779   3433.051   5986.936  -7545.900    378.370    662.398   0.002549416    60.1699570      6940.3243      12.10763       0.01101   72.2532519   1.06585e+11     2.3313e-13   7.7693e+12  -3252.91 -29307.32 -27107.63    0.4259344    0.29368832   173.2422     0.0000        20.00000         4.48830
      4.972222222    0.6937792  -3670.832   2932.854   5116.060  -6437.827  -1983.691  -3457.362   0.002549426    60.1699663      6940.3045      12.04457       0.01098  109.8514661   1.00228e+11     1.9661e-13   6.2287e+12  27292.89 -23817.53 -14936.23    0.4164726    0.27633458   187.2571     0.0000        20.00000         4.48830
      4.979166667    0.7233926  -6507.165   1220.681   2131.009  -2679.966  -3517.893  -6134.260   0.002551333    60.1700515      6940.2819      11.98679       0.01091  147.3308276   1.04285e+11     1.8164e-13   6.1138e+12  20114.48  -3147.46  23427.28    0.4342729    0.13019812   188.0969     0.0000        20.00000         4.48830
      4.986111111    1.1679124  -6665.173   -994.334  -1731.910   2171.148  -3601.370  -6281.525   0.002556092    60.1703359      6940.2474      11.96068       0.01091  184.7134100   2.12893e+11     1.8541e-13   6.4628e+12 -31043.17  -1539.04  16584.18    0.7016526    0.19852427   118.3112     0.0000        20.00000         4.48830
      4.993055556    0.8950039  -4082.600  -2800.415  -4882.593   6130.673  -2203.018  -3844.146   0.002558253    60.1704667      6940.2313      11.97706       0.01100  222.0633040   2.23087e+11     3.8741e-13   1.3354e+13 -34923.29 -20123.72 -25350.48    0.5379037    0.34102898    63.4982     0.0000        20.00000         4.48830
      5.000000000    1.5928209    180.918  -3452.603  -6021.450   7571.895    108.756    187.131   0.002559313    60.1704843      6940.2153      12.02179       0.01103  259.4657979   3.79608e+11     8.1370e-13   2.7243e+13   7080.05 -28478.76 -39449.93    0.9582969    0.35763662    70.0201     0.0000        20.00000         4.48830
      5.006944444    1.5256454   4368.110  -2676.851  -4669.921   5880.596   2385.666   4158.707   0.002558945    60.1705524      6940.1947      12.08673       0.01084  296.9674095   3.50096e+11     9.8987e-13   3.4052e+13  33494.78 -11781.32  -8324.28    0.9175983    0.23322523    75.3479     0.0000        20.00000         4.48830
      5.013888889    6.0366170   6739.379   -789.379  -1378.877   1734.917   3678.714   6415.348   0.002552876    60.1711470      6940.1387      12.20087       0.01049  334.5283680   1.37742e+12     1.2970e-12   4.4053e+13   9655.52   3299.04  21548.37    3.6549569    0.05966980    80.2557     0.0000        20.00000         4.48830
      5.020833333    1.5868760   6301.416   1426.715   2486.362  -3142.260   3440.124   6001.041   0.002539517    60.1721621      6940.0426      12.25910       0.01052   12.1972476   2.89601e+11     8.1929e-13   2.8424e+13 -31314.74  -4678.26  10751.27    0.9537424    0.19820719   118.4161     0.0000        20.00000         4.48830
      5.027777778    1.9223583   3235.398   3047.916   5314.955  -6705.677   1768.619   3086.916   0.002533656    60.1723477      6939.9938      12.17702       0.01071   49.9806007   3.10683e+11     3.3486e-13   1.1483e+13 -23518.46 -26884.17 -25270.44    1.1551719    0.31954348   150.8551     0.0000        20.00000         4.48830
      5.034722222    0.6511318  -1177.744   3401.269   5932.695  -7472.712   -631.502  -1098.997   0.002531451    60.1723547      6939.9576      12.07243       0.01071   87.6939726   1.01655e+11     2.2187e-13   7.3163e+12  11707.43 -27647.38 -25869.39    0.3908982    0.28750796   160.4083     0.0000        20.00000         4.48830
      5.041666667    0.6856805  -5104.432   2345.372   4092.333  -5147.388  -2759.924  -4812.050   0.002532246    60.1723886      6939.9381      12.01245       0.01064  125.2426289   9.83536e+10     1.8484e-13   5.9075e+12  31232.91 -15428.28    861.31    0.4116082    0.22371212   189.9341     0.0000        20.00000         4.48830
      5.048611111    0.8867412  -6926.413    321.593    563.141   -710.462  -3743.895  -6529.715   0.002534873    60.1725199      6939.9150      11.96887       0.01058  162.6770402   1.39960e+11     1.6602e-13   5.6808e+12   -854.71   1163.93  26834.25    0.5324558    0.08294426   157.1802     0.0000        20.00000         4.48830
      5.055555556    0.5086375  -5898.985  -1834.690  -3198.105   4012.811  -3186.613  -5559.299   0.002537656    60.1727152      6939.8955      11.96447       0.01063  200.0365608   1.76709e+11     2.5195e-13   8.8363e+12 -34430.70  -3678.85     -0.14    0.3057555    0.22130542    32.7324     0.0000        20.00000         4.48830
      5.062500000    0.6241121  -2444.790  -3235.894  -5643.170   7090.225  -1315.776  -2297.247   0.002537860    60.1727532      6939.8938      11.96732       0.01068  237.4298279   3.54901e+11     5.4703e-13   1.8343e+13 -23732.18 -21580.14 -35341.64    0.3766816    0.34459826    12.6089     0.0000        20.00000         4.48830
      5.069444444    1.4042909   2016.961  -3301.718  -5759.430   7247.404   1106.171   1927.002   0.002538036    60.1727633      6939.8855      11.99361       0.01067  274.9008342   3.65624e+11     9.0708e-13   3.0456e+13  22405.58 -25017.96 -34751.82    0.8449415    0.34802762    58.7216     0.0000        20.00000         4.48830
      5.076388889    2.3060179   5641.357  -1999.407  -3489.132   4395.116   3079.437   5369.713   0.002536716    60.1729181      6939.8637      12.05637       0.01045  312.4555267   5.20506e+11     1.1927e-12   4.0933e+13  33004.75  -4903.33   5071.97    1.3883719    0.19411662    78.5236     0.0000        20.00000         4.48830
      5.083333333    5.1959808   6917.300    134.508    232.476   -298.084   3775.856   6586.166   0.002525121    60.1739620      6939.7726      12.18494       0.01016  350.0335405   1.11590e+12     1.1310e-12   3.8432e+13  -5343.01   4054.54  23950.38    3.1392445    0.06110366    89.1266     0.0000        20.00000         4.48830
      5.090277778    1.1012306   5308.115   2212.104   3856.908  -4870.570   2898.205   5056.886   0.002516650    60.1745836      6939.7128      12.17806       0.01035   27.7674333   2.17742e+11     6.0654e-13   2.1254e+13 -36382.81 -10844.57  -3145.17    0.6616651    0.24901784   100.6482     0.0000        20.00000         4.48830
      5.097222222    1.1346727   1486.070   3367.943   5874.260  -7406.619    816.270   1426.188   0.002514192    60.1746570      6939.6878      12.12011       0.01047   65.4963876   2.07870e+11     2.4270e-13   8.1227e+12  -9375.42 -28625.52 -33462.51    0.6816482    0.33028213   117.1039     0.0000        20.00000         4.48830
      5.104166667    0.5201801  -2954.662   3124.782   5451.523  -6862.401  -1595.634  -2781.102   0.002513760    60.1746649      6939.6670      12.05396       0.01042  103.1246882   8.36073e+10     2.0757e-13   6.7245e+12  24270.85 -22693.28 -18098.59    0.3122537    0.26554825   151.2488     0.0000        20.00000         4.48830
      5.111111111    0.6015373  -6174.757   1589.014   2773.684  -3488.226  -3338.615  -5822.495   0.002515186    60.1747342      6939.6482      12.00267       0.01034  140.6220745   8.78572e+10     1.8138e-13   5.9766e+12  23081.66  -6109.42  16998.26    0.3610989    0.14396045   183.1628     0.0000        20.00000         4.48830
      5.118055556    0.8418779  -6851.386   -601.805  -1047.593   1312.155  -3702.626  -6459.003   0.002518633    60.1749157      6939.6222      11.97224       0.01032  178.0231327   1.60712e+11     1.7059e-13   5.9014e+12 -18097.16   -173.68  16913.49    0.5056294    0.12470677   107.6556     0.0000        20.00000         4.48830
      5.125000000   -0.0011747  -4709.846  -2545.097  -4438.010   5571.839  -2542.936  -4437.482   0.002519584    60.1749875      6939.6155      11.97469       0.01035  215.3871476   2.18983e+11     3.3839e-13   1.1778e+13 -29475.61  -6105.28  -9965.31   -0.0007049    0.20881927    -3.2964    -0.0000        20.00000         4.48830
      5.131944444    0.8450298   -629.134  -3439.868  -6000.075   7543.710   -331.154   -580.023   0.002519598    60.1749895      6939.6152      11.97546       0.01036  252.8217564   4.11584e+11     7.3895e-13   2.4134e+13 -10848.52 -24481.68 -39955.16    0.5100014    0.34873081    17.1822     0.0000        20.00000         4.48830
      5.138888889    1.4323075   3710.222  -2912.620  -5081.749   6398.468   2027.199   3534.102   0.002519435    60.1750139      6939.6032      12.01406       0.01032  290.3325958   3.48725e+11     9.7520e-13   3.3207e+13  34679.54 -19947.82 -24271.15    0.8616237    0.33032884    67.0151     0.0000        20.00000         4.48830
      5.145833333    4.0243964   6507.708  -1176.297  -2053.874   2586.441   3551.924   6195.043   0.002515877    60.1753764      6939.5662      12.10174       0.01004  327.9068149   8.60917e+11     1.3310e-12   4.5178e+13  24872.36   1099.98  18241.68    2.4275797    0.14015454    88.7329     0.0000        20.00000         4.48830
      5.152777778    3.2315625   6593.066   1049.756   1829.237  -2313.151   3598.913   6278.817   0.002500648    60.1766176      6939.4550      12.19166       0.01000    5.5422848   6.61854e+11     9.0536e-13   3.1187e+13 -19735.79    890.90  18326.79    1.9467372    0.11436932    95.7797     0.0000        20.00000         4.48830
      5.159722222    0.7262616   3928.103   2837.908   4949.418  -6246.435   2145.826   3745.257   0.002496403    60.1768912      6939.4235      12.16053       0.01018   43.2869756   1.45179e+11     3.9414e-13   1.3664e+13 -33081.99 -18090.78 -16898.90    0.4361715    0.28555455    98.1418     0.0000        20.00000         4.48830
      5.166666667    0.9891118   -373.258   3444.710   6009.302  -7571.942   -194.639   -337.185   0.002495525    60.1769099      6939.4104      12.12320       0.01022   80.9562663   2.00048e+11     2.1874e-13   7.2287e+12   6446.09 -27574.32 -34529.43    0.5942195    0.32588432    96.1209     0.0000        20.00000         4.48830
      5.173611111    0.5358834  -4521.284   2622.869   4576.913  -5758.494  -2444.431  -4262.457   0.002495825    60.1769401      6939.3943      12.07120       0.01014  118.5231546   9.09577e+10     1.8821e-13   6.0108e+12  30998.07 -14520.50  -5249.05    0.3217181    0.22370612   135.7117     0.0000        20.00000         4.48830
      5.180555556    0.7824364  -6803.475    717.645   1254.003  -1578.356  -3677.961  -6415.638   0.002497735    60.1770570      6939.3761      12.03163       0.01007  155.9737796   1.31731e+11     1.7037e-13   5.7516e+12   4628.19   1262.96  24103.50    0.4698309    0.07013403   138.1525     0.0000        20.00000         4.48830
      5.187500000    0.4382807  -6285.200  -1483.268  -2585.616   3243.759  -3395.929  -5925.156   0.002500080    60.1772081      6939.3594      12.02210       0.01008  193.3462606   1.23567e+11     2.2531e-13   7.8961e+12 -22626.28  -2627.44   3625.11    0.2632658    0.14602367    49.4046     0.0000        20.00000         4.48830
      5.194444444    0.5952079  -3180.905  -3073.703  -5361.068   6734.712  -1714.897  -2993.699   0.002500409    60.1772437      6939.3567      12.02608       0.01012  230.7324393   3.12083e+11     4.6182e-13   1.5746e+13 -24383.14 -10564.74 -15453.79    0.3588172    0.20304826    14.7020     0.0000        20.00000         4.48830
      5.201388889    1.6094530   1234.337  -3396.120  -5924.892   7454.180    680.614   1184.998   0.002500677    60.1772596      6939.3496      12.04847       0.01026  268.1916932   4.25862e+11     8.7691e-13   2.8543e+13   4796.62 -27788.07 -40131.25    0.9689109    0.35817710    57.0879     0.0000        20.00000         4.48830
      5.208333333    1.7371340   5136.861  -2312.030  -4034.920   5082.520   2804.117   4890.202   0.002499616    60.1773282      6939.3248      12.12508       0.01016  305.7154264   3.64094e+11     1.1199e-12   3.8364e+13  41262.19 -13570.87  -9190.69    1.0446505    0.30130851    90.2289     0.0000        20.00000         4.48830
      5.215277778    6.9448746   6901.754   -266.672   -467.298    585.037   3766.937   6571.458   0.002490031    60.1781613      6939.2459      12.25709       0.00986  343.2804615   1.47334e+12     1.2274e-12   4.1441e+13   9512.97   4431.34  26057.20    4.2045786    0.07889454    92.8009     0.0000        20.00000         4.48830
      5.222222222    1.2440796   5788.148   1889.587   3294.863  -4162.136   3159.682   5513.763   0.002475437    60.1792569      6939.1427      12.27685       0.01007   20.9914565   2.36420e+11     6.9227e-13   2.4164e+13 -28054.72  -5206.95   8227.31    0.7475113    0.16420233   108.9941     0.0000        20.00000         4.48830
      5.229166667    0.3651014   2260.625   3258.080   5683.476  -7168.509   1237.595   2161.381   0.002473419    60.1793500      6939.1252      12.24340       0.01019   58.7132402   6.90419e+10     2.5470e-13   8.5497e+12 -22699.54 -24735.31 -27662.03    0.2191708    0.31125105   109.2697     0.0000        20.00000         4.48830
      5.236111111    0.8945173  -2208.074   3272.040   5709.218  -7189.339  -1190.850  -2075.376   0.002473194    60.1793555      6939.1159      12.21333       0.01018   96.3309946   1.91753e+11     2.0894e-13   6.8259e+12  21027.47 -24204.69 -29855.25    0.5374153    0.31546679    85.5835     0.0000        20.00000         4.48830
      5.243055556    0.4253212  -5764.002   1931.130   3370.908  -4239.904  -3116.832  -5436.458   0.002473783    60.1794077      6939.1049      12.17996       0.01011  133.8354388   8.40648e+10     1.8315e-13   5.9332e+12  28937.42  -4465.75   8141.07    0.2553399    0.16364734   100.0970     0.0000        20.00000         4.48830
      5.250000000    0.6984799  -6943.773   -206.495   -358.132    446.471  -3753.136  -6548.055   0.002475012    60.1795214      6939.0951      12.16488       0.01007  171.2371901   1.77617e+11     1.6325e-13   5.5985e+12 -10870.94   4298.95  18399.82    0.4196854    0.07820657    60.8737     0.0000        20.00000         4.48830
      5.256944444    0.4489275  -5266.176  -2259.248  -3939.996   4945.988  -2844.347  -4963.934   0.002475818    60.1796053      6939.0894      12.16614       0.01010  208.6047571   1.64320e+11     3.0883e-13   1.0869e+13 -20519.75  -4908.22  -3487.21    0.2698473    0.14059857    29.4780     0.0000        20.00000         4.48830
      5.263888889    1.7404514  -1420.350  -3381.343  -5898.856   7415.016   -760.573  -1329.249   0.002476628    60.1796519      6939.0800      12.19072       0.01022  246.0049241   4.24518e+11     6.3082e-13   2.0835e+13 -18214.66 -17462.65 -20298.36    1.0474853    0.21842971    67.0413     0.0000        20.00000         4.48830
      5.270833333    1.7387844   3010.991  -3106.243  -5420.297   6823.522   1646.440   2870.313   0.002477002    60.1796428      6939.0483      12.29414       0.01042  283.4333078   3.30958e+11     9.3883e-13   3.1295e+13  21418.05 -28223.23 -33619.37    1.0452273    0.35820454   109.0729     0.0000        20.00000         4.48830
      5.277777778    2.3489525   6191.468  -1542.369  -2692.866   3392.094   3378.984   5894.157   0.002473866    60.1798050      6939.0074      12.40625       0.01028  320.9676508   4.14975e+11     1.3009e-12   4.4135e+13  38796.29  -6813.13   8610.24    1.4125619    0.25083910   126.9458     0.0000        20.00000         4.48830
      5.284722222    5.8880946   6792.360    663.533   1155.602  -1463.152   3707.192   6468.628   0.002454686    60.1811024      6938.8659      12.54294       0.01019  358.5515287   1.05239e+12     9.8384e-13   3.3595e+13  -7367.68   2021.06  26012.10    3.5522624    0.07427900   127.2345     0.0000        20.00000         4.48830
      5.291666667    0.8597568   4559.434   2592.473   4521.922  -5708.753   2489.536   4345.616   0.002440861    60.1818375      6938.7667      12.48211       0.01055   36.3353167   1.38392e+11     4.7262e-13   1.6473e+13 -30283.37 -14688.98  -3339.45    0.5162387    0.21714090   151.1176     0.0000        20.00000         4.48830
      5.298611111    0.2409840    426.129   3441.491   6004.638  -7568.967    239.531    420.387   0.002439505    60.1818726      6938.7520      12.44491       0.01062   74.0265061   4.28133e+10     2.0581e-13   6.7154e+12  -7636.54 -28838.41 -33235.76    0.1446385    0.32552560   123.6389     0.0000        20.00000         4.48830
      5.305555556    0.6275896  -3885.484   2861.778   4994.538  -6286.093  -2100.426  -3662.835   0.002439626    60.1818841      6938.7409      12.40782       0.01060  111.6060536   1.30809e+11     1.9108e-13   6.1272e+12  31976.94 -19242.45 -20193.51    0.3768847    0.29885140    90.2289     0.0000        20.00000         4.48830
      5.312500000    0.2914934  -6592.158   1098.788   1919.308  -2414.679  -3564.431  -6218.527   0.002440266    60.1819459      6938.7333      12.38757       0.01054  149.0612876   7.29002e+10     1.8071e-13   6.0339e+12  20757.16   2903.58  16215.57    0.1750146    0.11232835    62.5534     0.0000        20.00000         4.48830
      5.319444444    0.5494895  -6583.308  -1117.210  -1947.226   2442.315  -3557.765  -6208.476   0.002440840    60.1820289      6938.7291      12.38428       0.01055  186.4402647   2.20181e+11     1.9855e-13   6.9275e+12 -15803.05   3231.17  11052.25    0.3305717    0.08404382    24.7572     0.0000        20.00000         4.48830
      5.326388889    1.0330760  -3864.917  -2873.299  -5012.181   6295.678  -2085.687  -3641.212   0.002441512    60.1820975      6938.7238      12.39235       0.01061  223.8207559   2.72444e+11     4.1268e-13   1.4432e+13 -18448.15  -9137.06  -7091.86    0.6212297    0.14315816    56.9501     0.0000        20.00000         4.48830
      5.333333333    2.7142636    446.346  -3444.290  -6009.872   7559.644    252.413    437.924   0.002443568    60.1821385      6938.6871      12.50464       0.01084  261.1768242   4.73082e+11     7.9129e-13   2.5636e+13  -7666.55 -24106.31 -23184.34    1.6327045    0.24096163   130.6989     0.0000        20.00000         4.48830
      5.340277778    1.3954820   4571.388  -2589.511  -4519.798   5692.680   2495.724   4352.724   0.002442495    60.1821113      6938.6279      12.69956       0.01098  298.5647480   2.20406e+11     1.0302e-12   3.4997e+13  33589.52 -24328.16 -19904.65    0.8382227    0.33469085   157.4164     0.0000        20.00000         4.48830
      5.347222222    5.8489038   6794.862   -658.556  -1151.323   1447.995   3708.113   6469.680   0.002434044    60.1825339      6938.5515      12.85790       0.01078  336.0914461   9.35199e+11     1.2990e-12   4.3649e+13  25228.26  -1439.18  24135.61    3.5249422    0.17661953   157.6526     0.0000        20.00000         4.48830
      5.354166667    4.4460642   6184.774   1546.603   2696.748  -3408.100   3375.488   5891.389   0.002395475    60.1845173      6938.2773      12.96457       0.01105   13.7162456   6.44121e+11     7.6474e-13   2.6478e+13 -23769.08  -6547.85  18550.67    2.6750613    0.15211774   189.5929     0.0000        20.00000         4.48830
      5.361111111    0.6575644   2994.488   3106.619   5420.099  -6839.011   1636.685   2858.412   0.002386320    60.1848126      6938.2062      12.86336       0.01130   51.5213839   9.45869e+10     2.9430e-13   9.9998e+12 -24544.08 -24741.54 -16490.76    0.3947511    0.27151766   188.8843     0.0000        20.00000         4.48830
      5.368055556    0.4554823  -1443.101   3373.896   5888.035  -7417.847   -776.219  -1351.960   0.002385523    60.1848205      6938.1923      12.82049       0.01134   89.1791678   7.44640e+10     1.9964e-13   6.4493e+12   8597.58 -29961.97 -32069.96    0.2734271    0.32776400   146.1835     0.0000        20.00000         4.48830
      5.375000000    0.6155580  -5283.883   2242.480   3915.009  -4925.876  -2857.932  -4985.476   0.002386207    60.1848478      6938.1765      12.76925       0.01130  126.7320178   1.09690e+11     1.8668e-13   5.9996e+12  36242.94 -14069.45  -6092.57    0.3695955    0.26746686   123.2452     0.0000        20.00000         4.48830
      5.381944444    0.4361870  -6944.040    184.874    324.993   -411.521  -3754.442  -6551.486   0.002387314    60.1849250      6938.1665      12.74806       0.01126  164.1642865   9.38189e+10     1.6989e-13   5.8015e+12  10736.68   3540.95  20396.26    0.2619088    0.08273342    84.6124     0.0000        20.00000         4.48830
