#      MET_(days)  I_b_end_(A)    Rx_(km)    Ry_(km)    Rz_(km)   Vx_(m/s)   Vy_(m/s)   Vz_(m/s)  Eccentricity  Inclin_(deg)  SemiMajorAxis   Arg_Perigee    RAAN_(deg)   TrueAnomly    Ne_(#/m^3)  Neut_(kg/m^3)    O_(#/m^3)  B0xE(nT)  B0yE(nT)  B0zE(nT)  |VxB0|_(V/m)
      0.000000000    0.0000000   6978.136      0.000      0.000      0.000  -1051.852   7484.313   0.000000000    98.0000000      6978.1363     180.00000       0.00000  180.0000000   6.03935e+11     5.5534e-13   1.9175e+13  -7116.30   3009.48  22679.06    0.07946495
      0.006944444    0.0000000   5555.828   -587.620   4181.132  -4572.995   -837.460   5958.834   0.000000002    98.0000000      6978.1363     183.05115     360.00000  214.1823296   2.85481e+11     3.8292e-13   1.3307e+13 -37702.56   7150.17  -7770.33    0.27447797
      0.013888889    0.0000000   1868.704   -935.698   6657.838  -7281.823   -281.680   2004.255   0.000000003    98.0000000      6978.1363     201.66788       0.00000  232.7990778   3.64502e+11     1.9081e-13   6.0763e+12 -14031.94   9847.76 -41063.41    0.33910291
      0.020833333    0.0000000  -2580.192   -902.342   6420.496  -7022.238    388.926  -2767.353   0.000000004    98.0000000      6978.1362     220.28462       0.00000  251.4158094   8.55414e+10     1.0475e-13   2.6630e+12  23072.18   7031.56 -38446.36    0.34224652
      0.027777778    0.0000000  -5977.280   -501.149   3565.859  -3900.059    900.987  -6410.858   0.000000005    98.0000000      6978.1362     238.90137       0.00000  270.0325393   6.28185e+10     1.1409e-13   3.3116e+12  34619.58   2541.78   7937.74    0.20063962
      0.034722222    0.0000000  -6937.749    104.336   -742.389    811.968   1045.764  -7440.996   0.000000005    98.0000000      6978.1362     257.51810       0.00000  288.6492867   1.79981e+11     1.2287e-13   4.1778e+12 -17202.73   3371.20  22656.72    0.12834709
      0.041666667    0.0000000  -5070.065    667.289  -4748.005   5192.998    764.238  -5437.835   0.000000004    98.0000000      6978.1362     276.13484     360.00000  307.2660217   1.63134e+11     1.6913e-13   5.9062e+12 -26419.60  12490.36 -12172.89    0.23469073
      0.048611111    0.0000000  -1135.584    958.223  -6818.111   7457.118    171.173  -1217.957   0.000000004    98.0000000      6978.1362     294.75159     360.00000  325.8827499   4.13843e+11     2.4354e-13   8.4169e+12  -7524.47  17555.93 -31017.51    0.27753157
      0.055555556    0.0000000   3261.814    858.541  -6108.835   6681.367   -491.671   3498.418   0.000000002    98.0000000      6978.1361     313.36833     360.00000  344.4994934   2.87228e+11     4.4212e-13   1.5327e+13  23964.47  15493.74 -21936.84    0.26468474
      0.062500000    0.0000000   6329.543    408.877  -2909.310   3181.977   -954.086   6788.673   0.000000001    98.0000000      6978.1361     331.98505     360.00000    3.1162537   4.18007e+11     5.8303e-13   2.0313e+13  21621.97   6756.28  12696.11    0.13434730
      0.069444444    0.0000000   6817.053   -207.464   1476.186  -1614.537  -1027.571   7311.546   0.000000001    98.0000000      6978.1361     170.60181     360.00000  201.7329650   4.04351e+11     4.9317e-13   1.7054e+13 -18129.75   4553.13  19235.67    0.12407121
      0.076388889    0.0000000   4525.612   -739.233   5259.919  -5752.890   -682.170   4853.889   0.000000002    98.0000000      6978.1361     189.21855     360.00000  220.3497099   2.76244e+11     3.2576e-13   1.1162e+13 -33942.52  10399.17 -18886.40    0.29200566
      0.083333333    0.0000000    389.319   -969.656   6899.462  -7546.094    -58.684    417.559   0.000000003    98.0000000      6978.1360     207.83528     360.00000  238.9664521   2.64956e+11     1.3785e-13   4.0239e+12  -3068.84   9116.23 -43282.73    0.33821806
      0.090277778    0.0000000  -3905.679   -804.802   5726.460  -6263.156    588.724  -4188.987   0.000000004    98.0000000      6978.1360     226.45203     360.00000  257.5831883   5.62604e+10     1.0756e-13   2.7200e+12  32999.72   4716.19 -24912.32    0.30149197
      0.097222222    0.0000000  -6608.539   -311.872   2219.084  -2427.061    996.140  -7087.906   0.000000005    98.0000000      6978.1360     245.06876     360.00000  276.1999306   7.27236e+10     1.1700e-13   3.6748e+12  19924.80    616.52  21195.82    0.10103113
      0.104166667    0.0000000  -6617.447    308.191  -2192.895   2398.418    997.483  -7097.461   0.000000005    98.0000000      6978.1360     263.68550     360.00000  294.8166773   1.15589e+11     1.3665e-13   4.7163e+12 -22831.60   3985.01   8170.57    0.15413267
      0.111111111    0.0000000  -3928.773    802.621  -5710.947   6246.189    592.205  -4213.757   0.000000004    98.0000000      6978.1360     282.30222     360.00000  313.4334323   1.83374e+11     1.8049e-13   6.3089e+12 -20043.85  11389.28 -13824.91    0.19681108
      0.118055556    0.0000000    361.453    969.865  -6900.949   7547.720    -54.484    387.672   0.000000003    98.0000000      6978.1359     300.91895     360.00000  332.0501787   3.88696e+11     3.1177e-13   1.0633e+13   -885.50  17820.41 -34978.24    0.29876021
      0.125000000    0.0000000   4504.335    741.746  -5277.799   5772.445   -678.962   4831.068   0.000000002    98.0000000      6978.1359     319.53569     360.00000  350.6669196   2.32798e+11     5.0096e-13   1.7418e+13  31517.63  13307.40 -15906.76    0.27252768
      0.131944444    0.0000000   6811.037    211.257  -1503.170   1644.051  -1026.664   7305.094   0.000000001    98.0000000      6978.1359     338.15238     360.00000    9.2837163   7.40397e+11     6.0183e-13   2.0835e+13  14234.50   5317.10  21066.19    0.10356995
      0.138888889    0.0000000   6341.241   -405.351   2884.221  -3154.536   -955.849   6801.219   0.000000001    98.0000000      6978.1359     176.76922     360.00000  207.9003505   2.63229e+11     4.2747e-13   1.4863e+13 -25975.56   5703.01  10749.04    0.16196727
      0.145833333    0.0000000   3286.457   -856.718   6095.869  -6667.186   -495.385   3524.848   0.000000002    98.0000000      6978.1359     195.38594     360.00000  226.5171190   3.01564e+11     2.5078e-13   8.2769e+12 -28016.63  10196.07 -28468.70    0.30410600
      0.152777778    0.0000000  -1108.042   -958.847   6822.553  -7461.977    167.021  -1188.417   0.000000004    98.0000000      6978.1358     214.00266     360.00000  245.1338737   1.89523e+11     1.1850e-13   3.1964e+12  11097.13   7480.66 -41819.62    0.33345042
